Epoch,Generator Loss,Discriminator Loss
0,-1.0681748390197754,-0.02008223533630371
1,-1.3404176235198975,-0.08872997760772705
2,-1.2754337787628174,-0.023683667182922363
3,-1.0764188766479492,-0.056516170501708984
4,-0.8783876299858093,-0.0669061541557312
5,-0.7330081462860107,0.013121426105499268
6,-0.7235379219055176,-0.2358892560005188
7,-0.41759708523750305,-0.12616831064224243
8,-0.6219506859779358,0.05298614501953125
9,-0.7980808019638062,-0.1889629364013672
10,-0.9963234066963196,-0.10571503639221191
11,-0.6081021428108215,0.024647414684295654
12,-0.9229966998100281,0.04509449005126953
13,-0.7472443580627441,0.057957470417022705
14,-0.7556570172309875,-0.13719302415847778
15,-0.7664741277694702,0.0817573070526123
16,-0.6971154808998108,-0.023523151874542236
17,-0.5433297753334045,-0.15950477123260498
18,-0.5393660664558411,-0.05480039119720459
19,-1.0933594703674316,0.09552562236785889
20,-0.7546823620796204,0.040769994258880615
21,-0.6802743673324585,0.0034732818603515625
22,-0.9872377514839172,-0.039006173610687256
23,-0.7809970378875732,-0.03745347261428833
24,-1.0190563201904297,-0.14192086458206177
25,-0.70114666223526,-0.2043253779411316
26,-0.8939918279647827,0.14191991090774536
27,-1.1387102603912354,-0.07258009910583496
28,-0.9658581018447876,0.07389211654663086
29,-1.0120309591293335,0.06617915630340576
30,-1.1368920803070068,-0.16264891624450684
31,-1.0581892728805542,-0.12687218189239502
32,-1.1083191633224487,0.03708791732788086
33,-0.8577650189399719,0.0740475058555603
34,-1.0477157831192017,0.019591569900512695
35,-0.9969531297683716,-0.06141948699951172
36,-1.1005839109420776,0.0030690431594848633
37,-1.1394174098968506,-0.11223280429840088
38,-0.9573922753334045,-0.2888617515563965
39,-1.3859747648239136,-0.24393188953399658
40,-1.0574958324432373,0.07177102565765381
41,-1.0701228380203247,0.25704169273376465
42,-1.1067782640457153,0.07783627510070801
43,-1.0190165042877197,0.215684711933136
44,-0.8756716251373291,-0.06586825847625732
45,-0.8181860446929932,-0.21487361192703247
46,-0.97000652551651,-0.10994797945022583
47,-1.1157355308532715,0.036774277687072754
48,-0.6174841523170471,0.0629090666770935
49,-0.7948689460754395,0.17221760749816895
50,-1.306954026222229,-0.26084160804748535
51,-0.9958746433258057,-0.023748159408569336
52,-1.5435274839401245,0.031885504722595215
53,-1.0101237297058105,-0.09233522415161133
54,-1.1282238960266113,-0.1172722578048706
55,-0.9398739337921143,-0.05079096555709839
56,-0.7782014012336731,-0.053253769874572754
57,-0.7702293992042542,0.08890926837921143
58,-1.1543617248535156,-0.02492046356201172
59,-0.8417543172836304,0.12095612287521362
60,-0.969891369342804,-0.0902254581451416
61,-0.8044729232788086,-0.02889162302017212
62,-0.7379672527313232,-0.1513148546218872
63,-0.6302266120910645,-0.23699593544006348
64,-0.9969843029975891,0.06638413667678833
65,-0.9019272327423096,0.01399087905883789
66,-0.9405812621116638,-0.12210619449615479
67,-0.6117595434188843,0.054360806941986084
68,-0.8960584998130798,0.16959929466247559
69,-0.841295063495636,0.01759493350982666
70,-0.725698709487915,-0.14828956127166748
71,-1.0566051006317139,-0.05122405290603638
72,-0.8129529356956482,0.1309850811958313
73,-0.9182263612747192,-0.11444073915481567
74,-0.8667910695075989,-0.04769009351730347
75,-0.6557042002677917,-0.06894820928573608
76,-0.9059844613075256,0.1343490481376648
77,-0.639634907245636,-0.2655116319656372
78,-0.10785797238349915,0.13382872939109802
79,-0.4360748827457428,-0.502197265625
80,-0.658231794834137,0.0143357515335083
81,-0.783247172832489,-0.19728630781173706
82,-0.19865158200263977,0.08450523018836975
83,-0.6865731477737427,-0.10114982724189758
84,-0.6434904932975769,-0.2633489966392517
85,-0.8600146174430847,-0.01917850971221924
86,-1.0161367654800415,-0.045197486877441406
87,-1.1396065950393677,0.0046454668045043945
88,-0.6788081526756287,-0.04228156805038452
89,-0.9310927391052246,0.15312552452087402
90,-0.8707046508789062,0.06920623779296875
91,-0.6353349685668945,0.14171642065048218
92,-0.09344974905252457,0.15416300296783447
93,-0.5858676433563232,-0.13859623670578003
94,-0.2488875836133957,-0.11157399415969849
95,-0.9466673731803894,-0.2425445318222046
96,-0.834195613861084,0.18423676490783691
97,-0.6839091181755066,0.3769457936286926
98,-0.7426867485046387,0.1604236662387848
99,-0.6981173753738403,0.11673837900161743
100,-0.6332140564918518,-0.041186362504959106
101,-0.43609869480133057,-0.30740925669670105
102,-0.4244629740715027,0.03008618950843811
103,-0.4618922173976898,0.32186341285705566
104,0.17329049110412598,-0.4570763111114502
105,-0.6276319026947021,-0.03348201513290405
106,-0.36317014694213867,-0.027981162071228027
107,-0.4071732759475708,-0.17806005477905273
108,-0.9137817025184631,-0.20436227321624756
109,-0.7884224057197571,0.1426321268081665
110,-0.8620143532752991,-0.00813060998916626
111,-0.8452824950218201,-0.012907445430755615
112,-0.8724687695503235,-0.2349575161933899
113,-0.9535505771636963,0.06945890188217163
114,-0.6613214015960693,0.04839897155761719
115,-0.6615550518035889,-0.05122935771942139
116,-0.6815420985221863,0.06600463390350342
117,-1.1982694864273071,-0.14579331874847412
118,-0.6407981514930725,0.14558672904968262
119,-0.8641034364700317,-0.16494309902191162
120,-0.7535825967788696,-0.20607197284698486
121,-0.7780364751815796,-0.062058091163635254
122,-0.5930682420730591,0.2929767966270447
123,-0.3370773494243622,-0.26691967248916626
124,-0.9400933980941772,0.03325527906417847
125,-0.6025022268295288,-0.062249600887298584
126,-0.20112253725528717,-0.3932536542415619
127,-0.531776487827301,-0.2206549346446991
128,-0.3749886155128479,0.1143704354763031
129,-0.3091146647930145,0.19076909124851227
130,-0.5568485856056213,-0.014093458652496338
131,-0.4509350657463074,-0.09907346963882446
132,-0.5125043392181396,-0.04853695631027222
133,-0.6027767658233643,0.13849091529846191
134,-0.8548040986061096,0.051675260066986084
135,-0.7404183745384216,-0.10016769170761108
136,-0.761871337890625,-0.05855590105056763
137,-0.4908357858657837,0.1475687026977539
138,-0.9834102988243103,-0.005621969699859619
139,-0.9078366756439209,-0.2324163317680359
140,-0.6964433193206787,-0.16255182027816772
141,-0.5862630009651184,0.08739373087882996
142,-0.9313084483146667,0.04306685924530029
143,-0.8042265176773071,-0.05517297983169556
144,-0.8215278387069702,0.14420676231384277
145,-0.6124447584152222,-0.11843901872634888
146,-0.7440832853317261,-0.2087162733078003
147,-0.8934312462806702,0.04883342981338501
148,-0.7074033617973328,-0.1173095703125
149,-0.8911534547805786,-0.009614348411560059
150,-0.3582114279270172,-0.18815165758132935
151,-0.5436553955078125,0.054308801889419556
152,-0.8051983118057251,0.0149306058883667
153,-0.26741740107536316,0.18104887008666992
154,-0.7964673638343811,0.15142589807510376
155,-0.9054763317108154,-0.11678248643875122
156,-0.4684123396873474,0.37050551176071167
157,-0.5663430094718933,0.11561334133148193
158,-0.6818944215774536,-0.040620386600494385
159,-0.4502147138118744,0.2799636721611023
160,-0.5387508273124695,-0.4145951569080353
161,-0.4090051054954529,-0.17384284734725952
162,-0.41368812322616577,-0.47113335132598877
163,-0.20567914843559265,-0.003691047430038452
164,-0.7628535628318787,0.15806841850280762
165,-0.43767622113227844,-0.01306617259979248
166,-0.7510390281677246,-0.27340900897979736
167,-0.09988070279359818,-0.15232306718826294
168,-0.39602333307266235,-0.09222811460494995
169,-0.30119824409484863,0.14188498258590698
170,-0.37104201316833496,0.12675955891609192
171,-0.41666775941848755,-0.011621475219726562
172,-0.17315618693828583,0.07025802135467529
173,-0.6278230547904968,-0.009368181228637695
174,-0.2932860255241394,0.046312928199768066
175,-0.844197690486908,-0.10192102193832397
176,-0.28563547134399414,0.15880578756332397
177,-0.2854805588722229,0.013707339763641357
178,-0.3874988555908203,-0.44438841938972473
179,-0.6978501081466675,0.10584324598312378
180,-0.608108401298523,-0.005555987358093262
181,-0.40709906816482544,0.1501966416835785
182,-0.2905138432979584,0.18022021651268005
183,-0.4736621677875519,0.15634170174598694
184,-0.4729570746421814,-0.06856560707092285
185,0.04532969370484352,-0.019592994824051857
186,-0.790073037147522,-0.15320822596549988
187,-0.1917944997549057,0.19636741280555725
188,-0.495883047580719,-0.015376925468444824
189,-0.11658705770969391,0.42622214555740356
190,-0.7599105834960938,-0.1138221025466919
191,0.13196441531181335,-0.04114606976509094
192,-0.8630128502845764,0.04950147867202759
193,-0.8298266530036926,0.0383947491645813
194,-0.513367772102356,0.04318287968635559
195,-0.30909818410873413,0.03618115186691284
196,-0.5328285694122314,0.15896090865135193
197,-0.8549677729606628,-0.051752567291259766
198,-0.7347176671028137,-0.1435503363609314
199,-0.4226146638393402,0.11996912956237793
200,-0.7725174427032471,-0.07851552963256836
201,-0.7824833393096924,0.15929251909255981
202,-0.7446842193603516,-0.08482694625854492
203,-0.23357781767845154,-0.1829523742198944
204,-0.4208005368709564,0.17274963855743408
205,-0.19047527015209198,-0.20826683938503265
206,-0.5213280320167542,0.22620144486427307
207,-0.5349810123443604,-0.23624694347381592
208,-0.26117172837257385,-0.02609097957611084
209,-0.2899065315723419,-0.2398560792207718
210,-0.7651634812355042,-0.07412606477737427
211,-0.31824931502342224,0.04319104552268982
212,0.1368001252412796,0.09256227314472198
213,-0.42695027589797974,-0.1844157576560974
214,-0.23511625826358795,0.06230038404464722
215,-0.2931593060493469,-0.46221473813056946
216,-0.3381238579750061,0.016513943672180176
217,-0.5674446225166321,0.02218875288963318
218,-0.2012455314397812,-0.047008246183395386
219,-0.29653894901275635,-0.03215081989765167
220,-0.414124071598053,0.11077786982059479
221,-0.47643178701400757,-0.2340724617242813
222,-0.34959331154823303,0.0918196439743042
223,0.16719801723957062,0.09090278297662735
224,-0.6445052027702332,0.15870213508605957
225,-0.4677205979824066,-0.13718855381011963
226,-0.3628557026386261,0.15317903459072113
227,-0.6009477972984314,-0.10101449489593506
228,-0.2532249391078949,-0.23059406876564026
229,-0.7733014225959778,-0.10987061262130737
230,-0.25098949670791626,0.08364108204841614
231,-0.4454372823238373,0.1537448763847351
232,-0.2838199734687805,0.17533087730407715
233,-0.16444635391235352,-0.21408556401729584
234,-0.34913501143455505,0.02244076132774353
235,-0.5263363122940063,0.0597994327545166
236,-0.3149752914905548,0.11393135786056519
237,-0.4091755747795105,-0.014379410073161125
238,-0.24931111931800842,-0.09400689601898193
239,-0.3936970829963684,-0.016390591859817505
240,-0.528962254524231,-0.04843097925186157
241,-0.2664777934551239,-0.00974571704864502
242,-0.7378931641578674,-0.17446935176849365
243,-0.3117688000202179,0.10033455491065979
244,-0.5304610729217529,-0.10619175434112549
245,-0.40855929255485535,-0.15899330377578735
246,-0.14581526815891266,-0.0708322823047638
247,-0.12598416209220886,-0.12990081310272217
248,-0.26904407143592834,0.05707710608839989
249,-0.131216362118721,0.21130695939064026
250,-0.2996668517589569,0.1555148959159851
251,-0.35464632511138916,-0.6004212498664856
252,-0.3439190983772278,0.394825279712677
253,-0.48031753301620483,-0.3771275281906128
254,-0.6003305912017822,0.10899853706359863
255,-0.2875237464904785,-0.4688209295272827
256,0.14020828902721405,-0.04317939281463623
257,0.039005786180496216,0.03522583842277527
258,-0.09629213809967041,0.02108621597290039
259,-0.2629382312297821,0.04895937442779541
